ts,question,top_k,retrieval_ms,llm_ms,total_ms,compliance_status,confidence_score,num_citations,det_hash,error
2025-10-26T19:43:29.383482,What basic label legibility and language rules apply to biologicals and HCT materials?,6,154,11922,12077,Unclear,0.0,3,f83eed0b1ef205c8665976522b9882f22868c2aa6a76f892660c378d57699136,
2025-10-26T19:43:46.074409,What basic label legibility and language rules apply to biologicals and HCT materials?,6,176,16491,16668,Unclear,0.0,3,d60a20d5e41481acec83908abcb28d2a9d97285a223437749888eec2d3434feb,
2025-10-26T19:43:56.163711,What basic label legibility and language rules apply to biologicals and HCT materials?,6,216,9856,10073,Unclear,0.0,2,c189501cc2565564eebbfc2c052e08dc3ff80a867097ca81b1572f5676b80799,
2025-10-26T19:44:02.272254,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,398,5704,6103,Compliant,1.0,1,a2dec1ebfe4b8e8a8fa4916bb6d975e4314613b797741be8d189f7f2602d40e9,
2025-10-26T19:44:09.694338,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,242,7172,7415,Compliant,1.0,1,87292799703d2cad15293aec0431946fd5ee65248faff3f1dff61412f770abe3,
2025-10-26T19:44:15.531239,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,227,5602,5830,Compliant,1.0,1,5c66ad2c19c44a89422d1cb573a155345f98b598879e2da5e533e06c131532e5,
2025-10-26T19:44:23.864363,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,225,8084,8309,Compliant,0.9,1,a3e8a337fc0fc9f9e388c2289e118ee03a01630f5510ac7d8d4d06dc033d1d42,
2025-10-26T19:44:31.617360,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,379,7364,7744,Compliant,0.9,1,1f10b2d2f890eacb37a6471da2e86946dddc63a76556fff840fafa34ffaf80f7,
2025-10-26T19:44:40.807596,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,370,8798,9168,Compliant,0.9,1,3311fa9c70d7d2223de2dabe934ccd2d6c909dcbad5bd062f42b69866189b153,
2025-10-26T19:44:47.965816,Do donor screening requirements in TGO 108 apply to all HCT products?,6,223,6928,7152,Compliant,0.9,2,fea2b37a5fa71cd6a34d526bb7e5b528ceacce3d891915c440c7911e8a271bfc,
2025-10-26T19:51:11.472584,"Before manufacturing blood components, what infectious disease testing is mandatory according to TGO 102?",6,274,5193,5468,Unclear,0.0,1,eb7483c38021f43548e9e1fe5e46e4d4c2fb333824b27c0f0100f2322673901e,
2025-10-26T19:51:19.363514,"Before manufacturing blood components, what infectious disease testing is mandatory according to TGO 102?",6,247,7612,7860,Unclear,0.0,1,d3208956c21b83d8e2e2a329e4c209a5138fac6026f78472aecd23822cdb25b5,
2025-10-26T19:51:28.555713,"Before manufacturing blood components, what infectious disease testing is mandatory according to TGO 102?",6,338,8825,9164,Unclear,0.0,2,3759fec1aa586ff4a518bf0ee01a21f4b1e8663d4f3899829b36cef66d171575,
2025-10-26T19:51:39.569390,Is a donor who stayed in the UK for >6 months between 1980–1996 eligible for blood component manufacture?,6,268,10714,10983,Non-Compliant,0.8,1,ee1c187b283921325bd33e553d9300a241b4022095072a46a41ec0a87b9a7a7e,
2025-10-26T19:51:51.854597,Is a donor who stayed in the UK for >6 months between 1980–1996 eligible for blood component manufacture?,6,250,12022,12274,Non-Compliant,0.8,2,2a483b1d1f5b013d75ddde964f349b1a8a52bc958a52a4b8d98d393c1589e8fa,
2025-10-26T19:52:05.393987,Is a donor who stayed in the UK for >6 months between 1980–1996 eligible for blood component manufacture?,6,541,8437,8980,Non-Compliant,0.8,1,d7d53b92746dcb36eb603a4519378a1547bb696ce4f64bfceaeed687baf06c08,
2025-10-26T19:52:15.041554,Can conformance to the former blood components order be used during the transition period for TGO 102?,6,429,9194,9623,Compliant,1.0,1,372e4fd16e0d3674ad2a6bfebef41895cf40fee6d52cd1ba28f2f3dba95f62c6,
2025-10-26T19:52:22.775799,Can conformance to the former blood components order be used during the transition period for TGO 102?,6,407,7318,7726,Compliant,1.0,1,12a7f279b055cc989a9004488f9b1d938e6dc7975b94f7788a637f124038fd03,
2025-10-26T19:52:28.589183,Can conformance to the former blood components order be used during the transition period for TGO 102?,6,297,5497,5795,Compliant,1.0,1,9ec9c80db252f565d604f1cab0d33f67d75a1bb29614044b40cea4310022fa42,
2025-10-26T19:52:37.097157,What basic label legibility and language rules apply to biologicals and HCT materials?,6,280,8201,8481,Unclear,0.0,2,ff7274380275113df29fa41ae963ac06816cd9925678078afd4fca1de9f786a9,
2025-10-26T19:52:48.540442,What basic label legibility and language rules apply to biologicals and HCT materials?,6,368,11063,11432,Unclear,0.0,3,f313462cc12c684c658a2f0c856d53baaca71c1838335714501261bff308b26e,
2025-10-26T19:52:58.126266,What basic label legibility and language rules apply to biologicals and HCT materials?,6,244,9333,9578,Unclear,0.0,3,838e9a1d2caf63b0b8796fac6dcbfe9b65d17d10b6d160868f14c333860fedeb,
2025-10-26T19:53:03.203236,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,285,4781,5067,Compliant,1.0,1,6a44766cd891cadc1564b7fe3dcff4ffae889609da6ced98934599256f7e5243,
2025-10-26T19:53:08.604866,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,258,5136,5395,Compliant,1.0,1,11e8de231e9c63e87c9b0e96a052011dec95ae54b23b1b31efef2f4357bfd85f,
2025-10-26T19:53:14.831468,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,295,5915,6211,Compliant,1.0,1,bfb5588c0a6f478ef0e800287ffba892d0bb2e2033a8faa5f13a64610c6163ad,
2025-10-26T19:53:21.269575,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,329,6092,6421,Compliant,0.9,1,dcf9572e9aaaaa28624f83e136423ef62a04b41fde7b511eb88cfa7a3d853d54,
2025-10-26T19:53:28.189692,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,337,6555,6893,Compliant,0.9,1,707b615ed6dd5d85e4521edbb428f9797316f1e7d85c48cedb7877bffa1d9fc3,
2025-10-26T19:53:35.426526,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,313,6908,7222,Compliant,0.9,1,e5fbdebb594f1a8afe299e75ad6b6ba79fda0c44fe1734d3a10f1c778157914b,
2025-10-26T19:53:43.510424,Do donor screening requirements in TGO 108 apply to all HCT products?,6,431,7632,8064,Compliant,0.9,1,f2d307dd62af73b57e5dd2b1598d87bd240612eb68d97a3a8cc04c3f07943e6a,
2025-10-26T19:53:50.635630,Do donor screening requirements in TGO 108 apply to all HCT products?,6,244,6861,7106,Compliant,0.9,1,32bf4b3077f6e2198bba64b5c33fe9a443ff7d17df34261324c341f7f1553521,
2025-10-26T19:53:58.548062,Do donor screening requirements in TGO 108 apply to all HCT products?,6,258,7647,7906,Compliant,0.9,1,885b7dbd76662cea61c06923cd2a0a8841eb71d805428c75f7177ecba6215716,
2025-10-26T19:54:06.998648,Is a complete medical and social history explicitly required as part of screening?,6,244,8179,8424,Compliant,0.9,2,7b15f5ea9010f6ea6623ab39b2e4cbe16c86a59e92a143c5695b17b04bdc1c40,
2025-10-26T19:54:16.533098,Is a complete medical and social history explicitly required as part of screening?,6,259,9266,9525,Compliant,0.9,2,dff38dbf70e7535f0e6ade98a49bc44c7b654eef7aee40b8d30344e9b4ee7419,
2025-10-26T19:54:24.078347,Is a complete medical and social history explicitly required as part of screening?,6,302,7228,7531,Compliant,0.9,2,48ea916e156a646638e3cbc637e73bc96beae816e31d5b91ddadf2385bc768d0,
2025-10-26T19:54:31.700591,What are the expectations on IVD devices used for donor blood testing for HCT products?,6,210,7402,7613,Compliant,0.9,2,4587cf89b9804c17ddabc673b6d7477a031b7c103a7158424e55259238e7cf07,
2025-10-26T19:54:40.114939,What are the expectations on IVD devices used for donor blood testing for HCT products?,6,301,8106,8408,Compliant,0.9,2,5f438a15258487506816e77452092ba4b5748155fed8dfcba0ad396b772e703b,
2025-10-26T19:54:48.703652,What are the expectations on IVD devices used for donor blood testing for HCT products?,6,190,8385,8576,Compliant,0.9,2,bb43ea59695b105c62e445a9197a32a76d78070447e206754537061cb85e0d74,
2025-10-26T19:54:53.580576,"For cornea-only manufacturers during the special transition period, what minimum testing is required on deceased donor blood samples?",6,184,4684,4868,Compliant,0.9,1,0705ee2d503927ab93a5e34e77cdee57ea2e89078aae5a19e83a95499214b4fb,
2025-10-26T19:54:59.294420,"For cornea-only manufacturers during the special transition period, what minimum testing is required on deceased donor blood samples?",6,206,5489,5695,Compliant,0.9,1,771d6063bdac7ce880cc2f4899b88839c43493d7f9f01610ffd1373f2bcc12ee,
2025-10-26T19:55:05.995881,"For cornea-only manufacturers during the special transition period, what minimum testing is required on deceased donor blood samples?",6,275,6419,6695,Compliant,0.9,1,a60b58e4e28719360b7170c836516cf9c6569e54a110737aae204bde527d1c6a,
2025-10-26T19:55:12.189508,"Who qualifies as an 'accepted donor' for FMT products, and what does that imply for manufacture?",6,339,5845,6184,Compliant,0.9,2,50979cfabc4834cec280d337e6bdbab1c02f5863329b92921395794591853bdc,
2025-10-26T19:55:19.672449,"Who qualifies as an 'accepted donor' for FMT products, and what does that imply for manufacture?",6,238,7217,7456,Compliant,0.9,2,6334f604815bb414401b829bc88aa8249ba8f0209428f7b847a003062c7c36c1,
2025-10-26T19:55:27.781688,"Who qualifies as an 'accepted donor' for FMT products, and what does that imply for manufacture?",6,202,7900,8103,Compliant,0.9,1,b3f7b0368039750b753fef9654e0c9a4c9acc3855afe1caef118abcb5b76879c,
2025-10-26T19:55:33.573598,Is traceability from stool collection through supply mandatory for FMT products?,6,181,5587,5769,Compliant,0.9,1,510f5aa5196d4f04b6ca1286eb609c62af56e05e2acb7ae5f2e01d53b040db58,
2025-10-26T19:55:45.181747,Is traceability from stool collection through supply mandatory for FMT products?,6,172,11412,11585,Compliant,0.9,1,d47d1e77f7ea12cdec95ece71efaf0ad5bf5be90a9ec80551c56812e5649bd8a,
2025-10-26T19:55:51.179576,Is traceability from stool collection through supply mandatory for FMT products?,6,248,5741,5991,Compliant,0.9,1,b424688f0e50357ad36c7335be462d327abd90676ec6931795eaee577323e746,
2025-10-26T19:55:57.784811,"List the screening components required for FMT donors (history, samples, testing, physical assessment).",6,185,6413,6598,Compliant,0.9,1,15dfaaf51fc2b7cd93a5e96b5298ea37a1abba45b1366f497954bf95a4bb7407,
2025-10-26T19:56:05.102640,"List the screening components required for FMT donors (history, samples, testing, physical assessment).",6,177,7114,7291,Compliant,0.9,2,9a151907efa2656820e686ed03a6775c594062fbb330bc9a3a76f245a1bb57bf,
2025-10-26T19:56:12.306756,"List the screening components required for FMT donors (history, samples, testing, physical assessment).",6,201,6994,7196,Compliant,0.9,2,70bd9b78db4003538f0e829ee603bcad3a5c1a9b3635d070ee7fa585cc4d890e,
2025-10-26T19:56:16.593381,"Under ISO 13485:2016, are documented complaint-handling procedures required for medical device QMS?",6,170,4098,4269,Compliant,1.0,1,0750624f663804fea553eba9c711572a8be1fdf4ab5363cf99bd154d526f8308,
2025-10-26T19:56:21.111529,"Under ISO 13485:2016, are documented complaint-handling procedures required for medical device QMS?",6,228,4282,4511,Compliant,1.0,1,7e5b13788e6c54851c099c2cd0940ed1c97004decf958aab03f1bd837fa7b770,
2025-10-26T19:56:27.421518,"Under ISO 13485:2016, are documented complaint-handling procedures required for medical device QMS?",6,216,6087,6303,Compliant,1.0,1,5701bdf8597bb306024fca6d3f96bcb2cd5f5e3e1ba8f2aad9e82034261d043c,
2025-10-26T19:56:32.827371,Which ISO 13485 clause requires traceability controls during production and service provision?,6,327,5070,5398,Compliant,1.0,1,fe176d6f20ef244c80d7cdb7947b0231510b995f7c41432c500711a52f0ce054,
2025-10-26T19:56:37.875016,Which ISO 13485 clause requires traceability controls during production and service provision?,6,184,4834,5018,Compliant,1.0,1,ac6d0bcca37e3593e3cd84b41eeaa130e73a0ff4a1b3de03cd2b2b6c5faa8a81,
2025-10-26T19:56:43.489451,Which ISO 13485 clause requires traceability controls during production and service provision?,6,186,5423,5609,Compliant,1.0,1,2b2afcc9547f6a24fd5307e0220d217b655435f1056b8708153da2b6efa0aa91,
2025-10-26T19:56:48.478753,What ISO 13485 clauses cover control of documents and records?,6,258,4724,4983,Compliant,0.9,2,de54ce32cc0fbf3039f773d2c238d5ba231b4dbad3d6080c3ac8236d629a294d,
2025-10-26T19:56:53.169441,What ISO 13485 clauses cover control of documents and records?,6,230,4432,4663,Compliant,0.9,2,83d6e8fb0fc19d0d57eba37f5cdd3eef35b9380a4b274cd5347b575764a27114,
2025-10-26T19:56:59.709525,What ISO 13485 clauses cover control of documents and records?,6,186,6336,6522,Compliant,0.9,2,9c4d4442073e196907399067a8c4bef721151da1a99eccbbdffc2c40a47ec63f,
2025-10-26T19:57:08.323360,A fresh FMT product is processed within the same day but stored to administer 48 hours later. Is that acceptable?,6,207,8388,8596,Non-Compliant,0.8,1,4e0c3e2c8dfe54e3f54c2cc290dfd208628de70d1e5554cc32c9acc3d2225550,
2025-10-26T19:57:16.558010,A fresh FMT product is processed within the same day but stored to administer 48 hours later. Is that acceptable?,6,297,7919,8217,Non-Compliant,0.8,1,e6187f6069ff2bf0dc57ae0fe96e3debaf386f06616f3041c2e685d230cdaeae,
2025-10-26T19:57:30.726063,A fresh FMT product is processed within the same day but stored to administer 48 hours later. Is that acceptable?,6,311,13844,14155,Non-Compliant,0.8,1,3fa817e35135767d6195acda7be2899f6f74bdd0d3cc4e728597e0428961ce41,
2025-10-26T19:57:40.092419,Lab proposes using a non-validated in-house assay for donor blood testing of HCT products to speed throughput. Is this acceptable?,6,260,9070,9330,Non-Compliant,0.9,1,360a7d0914ef2a49b496936a97a4a705a557027c647bed21f0b6892aa9788940,
2025-10-26T19:57:51.019582,Lab proposes using a non-validated in-house assay for donor blood testing of HCT products to speed throughput. Is this acceptable?,6,344,10572,10917,Non-Compliant,0.9,1,4bbf9bb09d6cf8ddaff714462d13742294d9b54d4328b73bf3e68c7b54b69b02,
2025-10-26T19:57:58.872563,Lab proposes using a non-validated in-house assay for donor blood testing of HCT products to speed throughput. Is this acceptable?,6,309,7536,7846,Non-Compliant,0.9,1,f160ad5717980bfa33ef033b06ea27eef472e999cc276b948eb372160367f93a,
2025-10-26T19:58:08.429692,Internal SOP allows 1.2 mm minimum font height for vial labels to fit a QR code. Does this meet the labelling standard?,6,220,9331,9551,Unclear,0.0,1,b3eec047490bf570483a5dfcaa96cc57fba32b980d8b76de2fd6cd03dbea09c9,
2025-10-26T19:58:16.542596,Internal SOP allows 1.2 mm minimum font height for vial labels to fit a QR code. Does this meet the labelling standard?,6,233,7846,8079,Unclear,0.0,1,f5c5744d39ce8a576131d9b9819003a3e931003733bfcacc3bc4a74d7282cbf3,
2025-10-26T19:58:22.870403,Internal SOP allows 1.2 mm minimum font height for vial labels to fit a QR code. Does this meet the labelling standard?,6,277,6042,6320,Unclear,0.0,1,b464ec871df28983f1214b3d907a3bd7022a4d233fb2d3d804fbebf05b8ef006,
2025-10-26T20:08:04.091259,"Before manufacturing blood components, what infectious disease testing is mandatory according to TGO 102?",6,209,3241,3451,Unclear,0.5,3,92c617ce1b0ec46dd895ecdc2095a67650c67a423d330e0f925b1e9043d61872,
2025-10-26T20:08:07.171978,"Before manufacturing blood components, what infectious disease testing is mandatory according to TGO 102?",6,219,2851,3071,Unclear,0.5,3,92c617ce1b0ec46dd895ecdc2095a67650c67a423d330e0f925b1e9043d61872,
2025-10-26T20:08:10.288332,"Before manufacturing blood components, what infectious disease testing is mandatory according to TGO 102?",6,153,2956,3110,Unclear,0.5,3,92c617ce1b0ec46dd895ecdc2095a67650c67a423d330e0f925b1e9043d61872,
2025-10-26T20:08:18.745850,Is a donor who stayed in the UK for >6 months between 1980–1996 eligible for blood component manufacture?,6,164,8287,8452,Unclear,0.5,3,522d4a5a5b9e7dbe72351b94f1dd7acc1daa19cf258ea1da38ff4cbba891fe87,
2025-10-26T20:08:25.271855,Is a donor who stayed in the UK for >6 months between 1980–1996 eligible for blood component manufacture?,6,186,6327,6513,Unclear,0.5,3,522d4a5a5b9e7dbe72351b94f1dd7acc1daa19cf258ea1da38ff4cbba891fe87,
2025-10-26T20:08:33.081666,Is a donor who stayed in the UK for >6 months between 1980–1996 eligible for blood component manufacture?,6,192,7610,7803,Unclear,0.5,3,522d4a5a5b9e7dbe72351b94f1dd7acc1daa19cf258ea1da38ff4cbba891fe87,
2025-10-26T20:08:37.348241,Can conformance to the former blood components order be used during the transition period for TGO 102?,6,196,4060,4257,Unclear,0.5,3,456110ae73ce96d837486fcae5f9c7f491fd32b1e85eb3051a73a1ad61dd799e,
2025-10-26T20:08:41.248296,Can conformance to the former blood components order be used during the transition period for TGO 102?,6,171,3710,3881,Unclear,0.5,3,456110ae73ce96d837486fcae5f9c7f491fd32b1e85eb3051a73a1ad61dd799e,
2025-10-26T20:08:45.266012,Can conformance to the former blood components order be used during the transition period for TGO 102?,6,189,3819,4009,Unclear,0.5,3,456110ae73ce96d837486fcae5f9c7f491fd32b1e85eb3051a73a1ad61dd799e,
2025-10-26T20:08:50.815446,What basic label legibility and language rules apply to biologicals and HCT materials?,6,228,5310,5539,Unclear,0.5,3,07584643fda533035277b263127279afa3b2a62910dea947e17280f5772a4d83,
2025-10-26T20:08:58.845307,What basic label legibility and language rules apply to biologicals and HCT materials?,6,1234,6784,8019,Unclear,0.5,3,07584643fda533035277b263127279afa3b2a62910dea947e17280f5772a4d83,
2025-10-26T20:09:04.481692,What basic label legibility and language rules apply to biologicals and HCT materials?,6,226,5399,5626,Unclear,0.5,3,07584643fda533035277b263127279afa3b2a62910dea947e17280f5772a4d83,
2025-10-26T20:09:07.433554,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,214,2710,2925,Unclear,0.5,3,bc4728c2f68e18c5987d5066fdc58b9dc00f7008a8b1fdac1b7a5e4b9a540505,
2025-10-26T20:09:11.217527,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,256,3516,3772,Unclear,0.5,3,bc4728c2f68e18c5987d5066fdc58b9dc00f7008a8b1fdac1b7a5e4b9a540505,
2025-10-26T20:09:15.009929,Must the container be labelled to ensure donor traceability at each step of manufacture?,6,180,3595,3776,Unclear,0.5,3,bc4728c2f68e18c5987d5066fdc58b9dc00f7008a8b1fdac1b7a5e4b9a540505,
2025-10-26T20:09:19.378495,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,215,4130,4345,Unclear,0.5,3,a8305b9544f53306e541d40473b4526ac840a1334cc0e331424d1e068e58d317,
2025-10-26T20:09:23.876999,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,240,4252,4493,Unclear,0.5,3,a8305b9544f53306e541d40473b4526ac840a1334cc0e331424d1e068e58d317,
2025-10-26T20:09:27.583219,"If there isn’t enough space on a sterile container label, where can required info be placed?",6,219,3445,3664,Unclear,0.5,3,a8305b9544f53306e541d40473b4526ac840a1334cc0e331424d1e068e58d317,
2025-10-26T20:09:30.531557,Do donor screening requirements in TGO 108 apply to all HCT products?,6,166,2766,2933,Unclear,0.5,3,0c07cd4bd896de4f01e42ef4f4508f081f0b5fc0e97cb7d99840533e7ca2e003,
2025-10-26T20:09:33.488219,Do donor screening requirements in TGO 108 apply to all HCT products?,6,156,2794,2951,Unclear,0.5,3,0c07cd4bd896de4f01e42ef4f4508f081f0b5fc0e97cb7d99840533e7ca2e003,
2025-10-26T20:09:36.311819,Do donor screening requirements in TGO 108 apply to all HCT products?,6,168,2636,2805,Unclear,0.5,3,0c07cd4bd896de4f01e42ef4f4508f081f0b5fc0e97cb7d99840533e7ca2e003,
2025-10-26T20:09:41.704927,Is a complete medical and social history explicitly required as part of screening?,6,199,5188,5388,Unclear,0.5,3,9b6d84b8ec653f10ba3faa36daec019639af9db7587502621a1981d590362ede,
2025-10-26T20:09:47.475115,Is a complete medical and social history explicitly required as part of screening?,6,179,5573,5752,Unclear,0.5,3,9b6d84b8ec653f10ba3faa36daec019639af9db7587502621a1981d590362ede,
2025-10-26T20:09:53.130622,Is a complete medical and social history explicitly required as part of screening?,6,189,5461,5650,Unclear,0.5,3,9b6d84b8ec653f10ba3faa36daec019639af9db7587502621a1981d590362ede,
2025-10-26T20:10:00.375245,What are the expectations on IVD devices used for donor blood testing for HCT products?,6,270,6948,7218,Unclear,0.5,3,3457153c37a6363836c03de4f74e038c26dca5691baaf2ca53e76f63467392fc,
